id,Captions,URL,Class,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7
1407,a group of birds flying over a body of water .,http://www.mufoncms.com/files_jeud8334j/83925_submitter_file1__20170505152034081iOS.jpg,['crane'],crane,NA,NA,NA,NA,NA,NA
1408,a group of people flying kites in the sky .,http://www.mufoncms.com/files_jeud8334j/83925_submitter_file2__A0507171020amTwooverTower.jpg,['pole'],pole,NA,NA,NA,NA,NA,NA
1409,a flock of birds flying over a city street .,http://www.mufoncms.com/files_jeud8334j/83925_submitter_file3__B2SeclaterTwoatrtofTower.jpg,['pole'],pole,NA,NA,NA,NA,NA,NA
1410,a group of people flying kites in a park .,http://www.mufoncms.com/files_jeud8334j/83925_submitter_file4__C0509171020amOnehighrtofTower.jpg,['crane'],crane,NA,NA,NA,NA,NA,NA
1411,a group of birds flying over a city .,http://www.mufoncms.com/files_jeud8334j/83925_submitter_file5__D2seclater.jpg,['crane'],crane,NA,NA,NA,NA,NA,NA
1412,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/83914_submitter_file1__IMG3572.PNG,"['lakeside, lakeshore']",lakeside, lakeshore,NA,NA,NA,NA,NA
1413,a small white bird standing in the grass .,http://www.mufoncms.com/files_jeud8334j/83904_submitter_file1__052017NewMexico161aPetroglyphUFO.JPG,"['dugong, Dugong dugon']",dugong, Dugong dugon,NA,NA,NA,NA,NA
1414,a large white airplane flying over a snow covered mountain .,http://www.mufoncms.com/files_jeud8334j/83904_submitter_file2__052017NewMexico161dPetroglyphUFO.JPG,"['gong, tam-tam']",gong, tam-tam,NA,NA,NA,NA,NA
1415,a large jetliner flying over a mountain range .,http://www.mufoncms.com/files_jeud8334j/83904_submitter_file3__052017NewMexico163aPetroglyphUFO.JPG,['alp'],alp,NA,NA,NA,NA,NA,NA
1416,a large white dog laying on top of a sandy beach .,http://www.mufoncms.com/files_jeud8334j/83904_submitter_file4__052017NewMexico164aPetroglyphUFO.JPG,"['snow leopard, ounce, Panthera uncia']",snow leopard, ounce, Panthera uncia,NA,NA,NA,NA
1417,a plane flying in the sky over a mountain .,http://www.mufoncms.com/files_jeud8334j/83904_submitter_file5__052017NewMexico162aPetroglyphUFO.JPG,"['cliff, drop, drop-off']",cliff, drop, drop-off,NA,NA,NA,NA
1418,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83904_submitter_file6__052017NewMexico167aPetroglyphUFO.JPG,['balloon'],balloon,NA,NA,NA,NA,NA,NA
1419,a group of birds flying in the sky .,http://www.mufoncms.com/files_jeud8334j/83904_submitter_file7__052017NewMexico167bPetroglyphUFO.JPG,"['switch, electric switch, electrical switch']",switch, electric switch, electrical switch,NA,NA,NA,NA
1420,a view of a city street from a plane .,http://www.mufoncms.com/files_jeud8334j/83893_submitter_file1__Picture1.JPG,['volcano'],volcano,NA,NA,NA,NA,NA,NA
1421,a man holding a red frisbee in his right hand .,http://www.mufoncms.com/files_jeud8334j/83893_submitter_file4__Picture2.JPG,['jellyfish'],jellyfish,NA,NA,NA,NA,NA,NA
1422,a red and white fire hydrant in front of a building .,http://www.mufoncms.com/files_jeud8334j/83884_submitter_file1__DSC0075cropsmarttonesmartfix.jpg,"['spotlight, spot']",spotlight, spot,NA,NA,NA,NA,NA
1423,a traffic light on a pole on a street .,http://www.mufoncms.com/files_jeud8334j/83884_submitter_file2__DSC0076smarttonesmartfixcrop.jpg,"['spotlight, spot']",spotlight, spot,NA,NA,NA,NA,NA
1424,a close up of a pizza on a pan,http://www.mufoncms.com/files_jeud8334j/83884_submitter_file3__SOHOimage119pm050717.jpg,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
1425,a view of the inside of an airplane .,http://www.mufoncms.com/files_jeud8334j/83884_submitter_file4__SOHOimage119pm050717cropsmarttoneUSSeverePortrAutolevel.jpg,"['gong, tam-tam']",gong, tam-tam,NA,NA,NA,NA,NA
1426,a close up of a plate of food on a table,http://www.mufoncms.com/files_jeud8334j/83884_submitter_file5__Green5817.jpg,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
1427,a view of a clock tower from a window .,http://www.mufoncms.com/files_jeud8334j/83852_submitter_file1__IMG1746.JPG,"['tiger shark, Galeocerdo cuvieri']",tiger shark, Galeocerdo cuvieri,NA,NA,NA,NA,NA
1428,a traffic light suspended over a city street .,http://www.mufoncms.com/files_jeud8334j/83852_submitter_file2__IMG1748.JPG,"['traffic light, traffic signal, stoplight']",traffic light, traffic signal, stoplight,NA,NA,NA,NA
1429,a train traveling down tracks next to a forest .,http://www.mufoncms.com/files_jeud8334j/83831_submitter_file1__20170426184841.jpg,['yurt'],yurt,NA,NA,NA,NA,NA,NA
1430,a kite flying in the sky over some trees,http://www.mufoncms.com/files_jeud8334j/83831_submitter_file2__20170426184852.jpg,['crane'],crane,NA,NA,NA,NA,NA,NA
1431,a bird perched on top of a wire fence .,http://www.mufoncms.com/files_jeud8334j/83831_submitter_file3__20170426185740.jpg,['swing'],swing,NA,NA,NA,NA,NA,NA
1432,a kite flying in the sky over a city .,http://www.mufoncms.com/files_jeud8334j/83831_submitter_file4__20170426192900.jpg,"['hook, claw']",hook, claw,NA,NA,NA,NA,NA
1433,a plane flying in the sky over a city .,http://www.mufoncms.com/files_jeud8334j/83831_submitter_file5__20170426192905.jpg,['crane'],crane,NA,NA,NA,NA,NA,NA
1434,a plane flying over a field with trees in the background,http://www.mufoncms.com/files_jeud8334j/83831_submitter_file6__20170426192910.jpg,['alp'],alp,NA,NA,NA,NA,NA,NA
1435,a group of people standing on top of a lush green field .,http://www.mufoncms.com/files_jeud8334j/83831_submitter_file7__20170426193415.jpg,"['thatch, thatched roof']",thatch, thatched roof,NA,NA,NA,NA,NA
1436,a view of a city street from a window .,http://www.mufoncms.com/files_jeud8334j/83828_submitter_file2__IMG0968.JPG,"['traffic light, traffic signal, stoplight']",traffic light, traffic signal, stoplight,NA,NA,NA,NA
1437,a pair of scissors sitting on top of a table .,http://www.mufoncms.com/files_jeud8334j/83827_submitter_file1__Capture20170515064850.png,"['mailbag, postbag']",mailbag, postbag,NA,NA,NA,NA,NA
1438,a person is flying a kite in the air .,http://www.mufoncms.com/files_jeud8334j/83827_submitter_file2__Capture20170512202815.png,['envelope'],envelope,NA,NA,NA,NA,NA,NA
1439,a white and black clock on a white pole,http://www.mufoncms.com/files_jeud8334j/83827_submitter_file3__Capture20170511221840.png,['envelope'],envelope,NA,NA,NA,NA,NA,NA
1440,a person flying a kite in a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/83827_submitter_file4__Capture20170408202010.png,"['parachute, chute']",parachute, chute,NA,NA,NA,NA,NA
1441,a traffic light with a sky background in the background,http://www.mufoncms.com/files_jeud8334j/83827_submitter_file5__Capture20170210062442.png,['monitor'],monitor,NA,NA,NA,NA,NA,NA
1442,a truck is parked on the side of the road .,http://www.mufoncms.com/files_jeud8334j/83814_submitter_file1__15994798101549753516893654501124917970072114o.jpg,"['recreational vehicle, RV, R.V.']",recreational vehicle, RV, R.V.,NA,NA,NA,NA
1443,a herd of animals grazing on a lush green field .,http://www.mufoncms.com/files_jeud8334j/83814_submitter_file2__rapidbay01.jpg,['alp'],alp,NA,NA,NA,NA,NA,NA
1444,a person is flying a kite in the sky .,http://www.mufoncms.com/files_jeud8334j/83810_submitter_file1__20170513114443.jpg,['bubble'],bubble,NA,NA,NA,NA,NA,NA
1445,a view of a city street from a car window .,http://www.mufoncms.com/files_jeud8334j/83810_submitter_file2__20170513114445.jpg,['bubble'],bubble,NA,NA,NA,NA,NA,NA
1446,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/83810_submitter_file3__20170513114446.jpg,['bubble'],bubble,NA,NA,NA,NA,NA,NA
1447,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/83810_submitter_file4__20170513114448.jpg,"['spotlight, spot']",spotlight, spot,NA,NA,NA,NA,NA
1448,a man flying through the air while riding a snowboard .,http://www.mufoncms.com/files_jeud8334j/83810_submitter_file5__20170513114453.jpg,['fountain'],fountain,NA,NA,NA,NA,NA,NA
1449,a close up of a person holding a pair of scissors,http://www.mufoncms.com/files_jeud8334j/83805_submitter_file1__ufo.png,['spatula'],spatula,NA,NA,NA,NA,NA,NA
1450,a plane flying in the sky over some trees .,http://www.mufoncms.com/files_jeud8334j/83802_submitter_file1__IMG6268515171.JPG,['rapeseed'],rapeseed,NA,NA,NA,NA,NA,NA
1451,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/83802_submitter_file2__IMG626951517orb2.JPG,"['traffic light, traffic signal, stoplight']",traffic light, traffic signal, stoplight,NA,NA,NA,NA
1452,a car parked on the side of the road .,http://www.mufoncms.com/files_jeud8334j/83795_submitter_file1__rainbow.jpg,"['recreational vehicle, RV, R.V.']",recreational vehicle, RV, R.V.,NA,NA,NA,NA
1453,a person holding a toothbrush in their hand .,http://www.mufoncms.com/files_jeud8334j/83778_submitter_file1__IMG1272.JPG,"['flatworm, platyhelminth']",flatworm, platyhelminth,NA,NA,NA,NA,NA
1454,a person holding a toothbrush in their hand .,http://www.mufoncms.com/files_jeud8334j/83778_submitter_file2__IMG1273.JPG,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
1455,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83778_submitter_file3__IMG1274.JPG,['volcano'],volcano,NA,NA,NA,NA,NA,NA
1456,a person holding a snowboard in the air .,http://www.mufoncms.com/files_jeud8334j/83772_submitter_file1__IMG20170506105419.jpg,"['parachute, chute']",parachute, chute,NA,NA,NA,NA,NA
1457,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/83743_submitter_file2__IMG4372.JPG,"['lakeside, lakeshore']",lakeside, lakeshore,NA,NA,NA,NA,NA
1458,a person is holding a large pair of scissors .,http://www.mufoncms.com/files_jeud8334j/83743_submitter_file3__IMG4375.JPG,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
1459,a plane flying over a large body of water .,http://www.mufoncms.com/files_jeud8334j/83743_submitter_file4__IMG4376.JPG,['wreck'],wreck,NA,NA,NA,NA,NA,NA
1460,a large jetliner flying through a cloudy blue sky .,http://www.mufoncms.com/files_jeud8334j/83742_submitter_file1__Screenshot20170515153635.png,"['parachute, chute']",parachute, chute,NA,NA,NA,NA,NA
1461,a view of a street sign and a traffic light .,http://www.mufoncms.com/files_jeud8334j/83741_submitter_file1__ufo051517copy.jpg,['bubble'],bubble,NA,NA,NA,NA,NA,NA
1462,a blue and white airplane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/83731_submitter_file1__1.png,['jellyfish'],jellyfish,NA,NA,NA,NA,NA,NA
1463,a blue and white plane flying in the sky,http://www.mufoncms.com/files_jeud8334j/83731_submitter_file2__2.png,"['parachute, chute']",parachute, chute,NA,NA,NA,NA,NA
1464,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83731_submitter_file3__3.png,"['parachute, chute']",parachute, chute,NA,NA,NA,NA,NA
1465,a blue and white bird flying in the sky .,http://www.mufoncms.com/files_jeud8334j/83731_submitter_file4__4.png,['vulture'],vulture,NA,NA,NA,NA,NA,NA
1466,a bird flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83731_submitter_file5__5.png,['kite'],kite,NA,NA,NA,NA,NA,NA
1467,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/83724_submitter_file1__IMG4372.JPG,"['lakeside, lakeshore']",lakeside, lakeshore,NA,NA,NA,NA,NA
1468,a black and white photo of a street light .,http://www.mufoncms.com/files_jeud8334j/83724_submitter_file2__IMG4373.JPG,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
1469,a person is flying a kite in the sky .,http://www.mufoncms.com/files_jeud8334j/83724_submitter_file3__IMG4381.JPG,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
1470,a plane flying over a large body of water .,http://www.mufoncms.com/files_jeud8334j/83724_submitter_file6__IMG4376.JPG,['wreck'],wreck,NA,NA,NA,NA,NA,NA
1471,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/83723_submitter_file1__IMG4372.JPG,"['lakeside, lakeshore']",lakeside, lakeshore,NA,NA,NA,NA,NA
1472,a black and white photo of a street light .,http://www.mufoncms.com/files_jeud8334j/83723_submitter_file2__IMG4373.JPG,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
1473,a person is flying a kite in the sky .,http://www.mufoncms.com/files_jeud8334j/83723_submitter_file3__IMG4381.JPG,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
1474,a plane flying over a large body of water .,http://www.mufoncms.com/files_jeud8334j/83723_submitter_file6__IMG4376.JPG,['wreck'],wreck,NA,NA,NA,NA,NA,NA
1475,a view of a city skyline from a plane .,http://www.mufoncms.com/files_jeud8334j/83684_submitter_file1__20170309184917.jpg,"['spotlight, spot']",spotlight, spot,NA,NA,NA,NA,NA
1476,a person flying a kite in a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/83684_submitter_file2__Inked20170309184917LI.jpg,['bubble'],bubble,NA,NA,NA,NA,NA,NA
1477,a red stop sign sitting on the side of a road .,http://www.mufoncms.com/files_jeud8334j/83679_submitter_file1__DSC8827.jpg,"['traffic light, traffic signal, stoplight']",traffic light, traffic signal, stoplight,NA,NA,NA,NA
1478,a person flying a kite in a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/83679_submitter_file2__fullsizeoutput219f.jpeg,"['traffic light, traffic signal, stoplight']",traffic light, traffic signal, stoplight,NA,NA,NA,NA
1479,a kite flying in the sky over a street .,http://www.mufoncms.com/files_jeud8334j/83679_submitter_file3__fullsizeoutput21aa.jpeg,"['traffic light, traffic signal, stoplight']",traffic light, traffic signal, stoplight,NA,NA,NA,NA
1480,a street sign on a pole on a street .,http://www.mufoncms.com/files_jeud8334j/83679_submitter_file4__fullsizeoutput21a8.jpeg,['pole'],pole,NA,NA,NA,NA,NA,NA
1481,a person flying a kite in a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/83679_submitter_file5__fullsizeoutput21a1.jpeg,"['traffic light, traffic signal, stoplight']",traffic light, traffic signal, stoplight,NA,NA,NA,NA
1482,a group of people flying kites in a field .,http://www.mufoncms.com/files_jeud8334j/83677_submitter_file1__1PHOTO1.JPG,"['red-backed sandpiper, dunlin, Erolia alpina']",red-backed sandpiper, dunlin, Erolia alpina,NA,NA,NA,NA
1483,a bird flying over a body of water .,http://www.mufoncms.com/files_jeud8334j/83677_submitter_file2__2PHOTO2.JPG,['wing'],wing,NA,NA,NA,NA,NA,NA
1484,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83677_submitter_file3__3PHOTO3.JPG,['missile'],missile,NA,NA,NA,NA,NA,NA
1485,a plane flying over a body of water,http://www.mufoncms.com/files_jeud8334j/83677_submitter_file4__7OBJECTLEAVING.JPG,['missile'],missile,NA,NA,NA,NA,NA,NA
1486,a kite flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83677_submitter_file5__4PHOTO1ELARGED.JPG,['space shuttle'],space shuttle,NA,NA,NA,NA,NA,NA
1487,a red stop sign sitting on the side of a road .,http://www.mufoncms.com/files_jeud8334j/83655_submitter_file1__MGL6725.jpg,['rapeseed'],rapeseed,NA,NA,NA,NA,NA,NA
1488,a black and white photo of a city street,http://www.mufoncms.com/files_jeud8334j/83650_submitter_file1__IMG5400.JPG,"['snowplow, snowplough']",snowplow, snowplough,NA,NA,NA,NA,NA
1489,a picture of a snow covered mountain in the snow .,http://www.mufoncms.com/files_jeud8334j/83650_submitter_file2__IMG5405.JPG,['pole'],pole,NA,NA,NA,NA,NA,NA
1490,a plane flying in the sky over a mountain .,http://www.mufoncms.com/files_jeud8334j/83650_submitter_file3__IMG5412.JPG,"['barn spider, Araneus cavaticus']",barn spider, Araneus cavaticus,NA,NA,NA,NA,NA
1491,a plane is flying in the sky over a mountain .,http://www.mufoncms.com/files_jeud8334j/83650_submitter_file4__IMG5414.JPG,['tick'],tick,NA,NA,NA,NA,NA,NA
1492,a flock of birds sitting on top of a power line .,http://www.mufoncms.com/files_jeud8334j/83650_submitter_file5__IMG5421.JPG,['envelope'],envelope,NA,NA,NA,NA,NA,NA
1493,a large group of people on a city street .,http://www.mufoncms.com/files_jeud8334j/83647_submitter_file1__20160615200140HDR.jpg,['scoreboard'],scoreboard,NA,NA,NA,NA,NA,NA
1494,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83625_submitter_file1__594.JPG,"['parachute, chute']",parachute, chute,NA,NA,NA,NA,NA
1495,a plane is flying in the sky on a cloudy day .,http://www.mufoncms.com/files_jeud8334j/83625_submitter_file2__596.JPG,"['parachute, chute']",parachute, chute,NA,NA,NA,NA,NA
1496,a woman standing in front of a flower garden .,http://www.mufoncms.com/files_jeud8334j/83593_submitter_file1__20170508154135.jpg,['rapeseed'],rapeseed,NA,NA,NA,NA,NA,NA
1497,a large jetliner flying over a snow covered mountain .,http://www.mufoncms.com/files_jeud8334j/83593_submitter_file2__20170508.png,['obelisk'],obelisk,NA,NA,NA,NA,NA,NA
1498,a black and white photo of a train on a track,http://www.mufoncms.com/files_jeud8334j/83589_submitter_file1__Ufo.jpg,['wreck'],wreck,NA,NA,NA,NA,NA,NA
1499,a red and white photo of a clock tower .,http://www.mufoncms.com/files_jeud8334j/83565_submitter_file1__IMG0342.JPG,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
1500,a kite flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83565_submitter_file2__IMG0354.JPG,['geyser'],geyser,NA,NA,NA,NA,NA,NA
1501,a close up of a person holding a kite,http://www.mufoncms.com/files_jeud8334j/83565_submitter_file3__IMG0419.JPG,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
1502,a person is using a laptop in the dark .,http://www.mufoncms.com/files_jeud8334j/83565_submitter_file5__IMG0385.JPG,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
